"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","temp_id","yearRecorded","protectedArea","IUCN_CAT","OECM","protectedAreaType","GOV_TYPE","OWNER_E","IUCN_Categ","decimalLatitude","decimalLongitude"
Clintonia uniflora,(Menzies ex Schult. & Schult. f.) Kunth,76401,Plantae,Tracheophyta,Liliopsida,Liliales,,,Liliaceae,Clintonia,,Clintonia uniflora,,species,iNaturalist,Observations,85161130,,https://www.inaturalist.org/observations/85161130,kristinop,,,2021-06-30,2021,6,30,Human Observation,,,,British Columbia,Canada,CA,43,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,14603,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8982883333,-123.3254166667
Clintonia uniflora,(Menzies ex Schult. & Schult. f.) Kunth,76401,Plantae,Tracheophyta,Liliopsida,Liliales,,,Liliaceae,Clintonia,,Clintonia uniflora,,species,iNaturalist,Observations,171086759,,https://www.inaturalist.org/observations/171086759,ellika_cairns,,,2023-07-01,2023,7,1,Human Observation,,,,British Columbia,Canada,CA,637,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,14631,2023,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8983407057,-123.3314224097
Corallorhiza mertensiana,Bong,49444,Plantae,Tracheophyta,Liliopsida,Asparagales,,,Orchidaceae,Corallorhiza,,Corallorhiza mertensiana,,species,iNaturalist,Observations,229501972,,https://www.inaturalist.org/observations/229501972,Hanno,,,2024-07-13,2024,7,13,Human Observation,,,,British Columbia,Canada,CA,,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,15250,2024,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8947527778,-123.3479861111
Cornus unalaschkensis,Ledeb.,1096279,Plantae,Tracheophyta,Magnoliopsida,Cornales,,,Cornaceae,Cornus,,Cornus unalaschkensis,,species,iNaturalist,Observations,181500769,,https://www.inaturalist.org/observations/181500769,Ken A. Thompson,,,2023-09-02,2023,9,2,Human Observation,,,,British Columbia,Canada,CA,4,,,,,,,,present,,,,,native,S5 (2019),,,,,,,,16066,2023,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8982237303,-123.3253353094
Cystopteris fragilis,(L.) Bernh.,58755,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,,,Cystopteridaceae,Cystopteris,,Cystopteris fragilis,,species,iNaturalist,Observations,101119304,,https://www.inaturalist.org/observations/101119304,Steve Ansell,,,2021-11-13,2021,11,13,Human Observation,,,,British Columbia,Canada,CA,25,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,16904,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.898225,-123.325425
Elliottia pyroliflora,(Bong.) S.W. Brim & P.F. Stevens,126553,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Elliottia,,Elliottia pyroliflora,,species,iNaturalist,Observations,51664476,,https://www.inaturalist.org/observations/51664476,meltar,,,2020-07-01,2020,7,1,Human Observation,,,,British Columbia,Canada,CA,9,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,20222,2020,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.90049869,-123.32757025
Erythranthe lewisii,(Pursh) G.L. Nesom & N.S. Fraga,777190,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,,Phrymaceae,Erythranthe,,Erythranthe lewisii,,species,iNaturalist,Observations,229500634,,https://www.inaturalist.org/observations/229500634,Hanno,,,2024-07-15,2024,7,15,Human Observation,,,,British Columbia,Canada,CA,126,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,21516,2024,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8947974628,-123.3416759223
Linnaea borealis ssp. longiflora,L.,81026,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,,,Caprifoliaceae,Linnaea,,Linnaea borealis,longiflora,subspecies,iNaturalist,Observations,85161003,,https://www.inaturalist.org/observations/85161003,kristinop,,,2021-06-30,2021,6,30,HUMAN_OBSERVATION,,,,British Columbia,Canada,CA,64,,,,,,,,present,,,,,native,S5 (2020),,kristinop,,,,,,31698,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.899295,-123.326303
Linnaea borealis ssp. longiflora,L.,81026,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,,,Caprifoliaceae,Linnaea,,Linnaea borealis,longiflora,subspecies,iNaturalist,Observations,85161003,,https://www.inaturalist.org/observations/85161003,kristinop,,,2021-06-30,2021,6,30,Human Observation,,,,British Columbia,Canada,CA,64,,,,,,,,present,,,,,native,S5 (2020),,,,,,,,31902,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.899295,-123.3263033333
Linnaea borealis ssp. longiflora,L.,81026,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,,,Caprifoliaceae,Linnaea,,Linnaea borealis,longiflora,subspecies,iNaturalist,Observations,171571034,,https://www.inaturalist.org/observations/171571034,indiamarie,,,2023-07-06,2023,7,6,Human Observation,,,,British Columbia,Canada,CA,30,,,,,,,,present,,,,,native,S5 (2020),,,,,,,,31910,2023,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8994133333,-123.326805
Luetkea pectinata,(Pursh) Kuntze.,77842,Plantae,Tracheophyta,Magnoliopsida,Rosales,,,Rosaceae,Luetkea,,Luetkea pectinata,,species,iNaturalist,Observations,48750037,,https://www.inaturalist.org/observations/48750037,Nicola Rammell,,,2016-06-25,2016,6,25,Human Observation,,,,British Columbia,Canada,CA,244,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,32832,2016,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.9005535701,-123.3778620722
Lycopodium clavatum,L.,77914,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,,,Lycopodiaceae,Lycopodium,,Lycopodium clavatum,,species,iNaturalist,Observations,130956877,,https://www.inaturalist.org/observations/130956877,laurenmckenna1206,,,2022-08-14,2022,8,14,HUMAN_OBSERVATION,,,,British Columbia,Canada,CA,19,,,,,,,,present,,,,,native,S5 (2015),,Timothy McNitt,,,,,,33531,2022,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.898925,-123.329803
Lycopodium clavatum,L.,77914,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,,,Lycopodiaceae,Lycopodium,,Lycopodium clavatum,,species,iNaturalist,Observations,130956877,,https://www.inaturalist.org/observations/130956877,laurenmckenna1206,,,2022-08-14,2022,8,14,Human Observation,,,,British Columbia,Canada,CA,19,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,33749,2022,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.898925,-123.3298033333
Maianthemum racemosum ssp. amplexicaule,(L.) Link,53012,Plantae,Tracheophyta,Liliopsida,Asparagales,,,Asparagaceae,Maianthemum,,Maianthemum racemosum,amplexicaule,subspecies,iNaturalist,Observations,217945596,,https://www.inaturalist.org/observations/217945596,Jessie Pepper,,,2024-05-22,2024,5,22,Human Observation,,,,British Columbia,Canada,CA,240,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,35579,2024,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.9000861111,-123.3263166667
Oplopanax horridus,(Sm.) Miq.,83914,Plantae,Tracheophyta,Magnoliopsida,Apiales,,,Araliaceae,Oplopanax,,Oplopanax horridus,,species,iNaturalist,Observations,240389613,,https://www.inaturalist.org/observations/240389613,CHRISTINE PAULSON,,,2024-08-17,2024,8,17,Human Observation,,,,British Columbia,Canada,CA,4,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,39389,2024,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8981701613,-123.3251063693
Pseudotsuga menziesii var. menziesii,(Mirb.) Franco,48256,Plantae,Tracheophyta,Pinopsida,Pinales,,,Pinaceae,Pseudotsuga,,Pseudotsuga menziesii,menziesii,varietas,iNaturalist,Observations,101118118,,https://www.inaturalist.org/observations/101118118,Steve Ansell,,,2021-11-13,2021,11,13,HUMAN_OBSERVATION,,,,British Columbia,Canada,CA,25,,,,,,,,present,,,,,native,S5 (2000),,Steve Ansell,,,,,,47141,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.900169,-123.326447
Pseudotsuga menziesii var. menziesii,(Mirb.) Franco,48256,Plantae,Tracheophyta,Pinopsida,Pinales,,,Pinaceae,Pseudotsuga,,Pseudotsuga menziesii,menziesii,varietas,iNaturalist,Observations,101118118,,https://www.inaturalist.org/observations/101118118,Steve Ansell,,,2021-11-13,2021,11,13,Human Observation,,,,British Columbia,Canada,CA,25,,,,,,,,present,,,,,native,S5 (2000),,,,,,,,47613,2021,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.9001694444,-123.3264472222
Tiarella trifoliata var. unifoliata,L.,81427,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,,,Saxifragaceae,Tiarella,,Tiarella trifoliata,unifoliata,varietas,iNaturalist,Observations,26102889,,https://www.inaturalist.org/observations/26102889,Samantha Leigh,,,2019-05-30,2019,5,30,Human Observation,,,,British Columbia,Canada,CA,132,,,,,,,,present,,,,,native,S5 (2000),,,,,,,,61104,2019,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.90071567,-123.327004239
Vaccinium parvifolium,Sm.,48354,Plantae,Tracheophyta,Magnoliopsida,Ericales,,,Ericaceae,Vaccinium,,Vaccinium parvifolium,,species,iNaturalist,Observations,240389568,,https://www.inaturalist.org/observations/240389568,CHRISTINE PAULSON,,,2024-08-17,2024,8,17,Human Observation,,,,British Columbia,Canada,CA,4,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,64275,2024,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8999880995,-123.3263040908
Valeriana sitchensis,Bong.,79477,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,,,Caprifoliaceae,Valeriana,,Valeriana sitchensis,,species,iNaturalist,Observations,48750034,,https://www.inaturalist.org/observations/48750034,Nicola Rammell,,,2016-06-25,2016,6,25,Human Observation,,,,British Columbia,Canada,CA,178,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,64919,2016,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8985312,-123.3736622
Veratrum viride var. eschscholzianum,Aiton,79484,Plantae,Tracheophyta,Liliopsida,Liliales,,,Melanthiaceae,Veratrum,,Veratrum viride,eschscholzianum,varietas,iNaturalist,Observations,48750032,,https://www.inaturalist.org/observations/48750032,Nicola Rammell,,,2016-06-25,2016,6,25,Human Observation,,,,British Columbia,Canada,CA,178,,,,,,,,present,,,,,native,S5 (2015),,,,,,,,65279,2016,Este-Tiwilh/Sigurd Creek Conservancy,II,No,Conservancy,Sub-national Government,Government of British Columbia,II,49.8985312,-123.3736622
